    PID TTY      STAT   TIME COMMAND
  50137 ?        Z      0:00 [sh] <defunct>
  50139 ?        Z      0:00 [sh] <defunct>
  50141 ?        Z      0:00 [sh] <defunct>
  50143 ?        Z      0:00 [sh] <defunct>
  50145 ?        Z      0:00 [sh] <defunct>
  50178 ?        Z      0:00 [sh] <defunct>
  50180 ?        Z      0:00 [sh] <defunct>
  50182 ?        Z      0:00 [sh] <defunct>
  50184 ?        Z      0:00 [sh] <defunct>
  50186 ?        Z      0:00 [sh] <defunct>
  50188 ?        Z      0:00 [sh] <defunct>
  50190 ?        Z      0:00 [sh] <defunct>
  50192 ?        Z      0:00 [sh] <defunct>
  50194 ?        Z      0:00 [sh] <defunct>
  50196 ?        Z      0:00 [sh] <defunct>
  50200 ?        Z      0:00 [sh] <defunct>
  50202 ?        Z      0:00 [sh] <defunct>
  50205 ?        Z      0:00 [sh] <defunct>
  50208 ?        Z      0:00 [sh] <defunct>
  50210 ?        Z      0:00 [sh] <defunct>
  50214 ?        Z      0:00 [sh] <defunct>
  50239 ?        Z      0:00 [sh] <defunct>
  50241 ?        Z      0:00 [sh] <defunct>
  50243 ?        Z      0:00 [sh] <defunct>
  50245 ?        Z      0:00 [sh] <defunct>
  50247 ?        Z      0:00 [sh] <defunct>
  50249 ?        Z      0:00 [sh] <defunct>
  50251 ?        Z      0:00 [sh] <defunct>
  50253 ?        Z      0:00 [sh] <defunct>
  50260 ?        Z      0:00 [sh] <defunct>
  50262 ?        Z      0:00 [sh] <defunct>
  50264 ?        Z      0:00 [sh] <defunct>
  50266 ?        Z      0:00 [sh] <defunct>
  50268 ?        Z      0:00 [sh] <defunct>
  50270 ?        Z      0:00 [sh] <defunct>
  50272 ?        Z      0:00 [sh] <defunct>
  50296 ?        Z      0:00 [sh] <defunct>
  50298 ?        Z      0:00 [sh] <defunct>
  50300 ?        Z      0:00 [sh] <defunct>
  50302 ?        Z      0:00 [sh] <defunct>
  50304 ?        Z      0:00 [sh] <defunct>
  50306 ?        Z      0:00 [sh] <defunct>
  50308 ?        Z      0:00 [sh] <defunct>
  50310 ?        Z      0:00 [sh] <defunct>
  50312 ?        Z      0:00 [sh] <defunct>
  50314 ?        Z      0:00 [sh] <defunct>
  50316 ?        Z      0:00 [sh] <defunct>
  50318 ?        Z      0:00 [sh] <defunct>
  50320 ?        Z      0:00 [sh] <defunct>
  50322 ?        Z      0:00 [sh] <defunct>
  50324 ?        Z      0:00 [sh] <defunct>
  50326 ?        Z      0:00 [sh] <defunct>
  50348 ?        Z      0:00 [sh] <defunct>
  50352 ?        Z      0:00 [sh] <defunct>
  50354 ?        Z      0:00 [sh] <defunct>
  50362 ?        Z      0:00 [sh] <defunct>
  50364 ?        Z      0:00 [sh] <defunct>
  50366 ?        Z      0:00 [sh] <defunct>
  50368 ?        Z      0:00 [sh] <defunct>
  50370 ?        Z      0:00 [sh] <defunct>
  50372 ?        Z      0:00 [sh] <defunct>
  50374 ?        Z      0:00 [sh] <defunct>
  50376 ?        Z      0:00 [sh] <defunct>
  50378 ?        Z      0:00 [sh] <defunct>
  50380 ?        Z      0:00 [sh] <defunct>
  50382 ?        Z      0:00 [sh] <defunct>
  50384 ?        Z      0:00 [sh] <defunct>
  50386 ?        Z      0:00 [sh] <defunct>
  50465 ?        Z      0:00 [sh] <defunct>
  50471 ?        Z      0:00 [sh] <defunct>
  50475 ?        Z      0:00 [sh] <defunct>
  50477 ?        Z      0:00 [sh] <defunct>
  50481 ?        Z      0:00 [sh] <defunct>
  50483 ?        Z      0:00 [sh] <defunct>
  50487 ?        Z      0:00 [sh] <defunct>
  50489 ?        Z      0:00 [sh] <defunct>
  50496 ?        Z      0:00 [sh] <defunct>
  50498 ?        Z      0:00 [sh] <defunct>
  50500 ?        Z      0:00 [sh] <defunct>
  50502 ?        Z      0:00 [sh] <defunct>
  50506 ?        Z      0:00 [sh] <defunct>
  50508 ?        Z      0:00 [sh] <defunct>
  50510 ?        Z      0:00 [sh] <defunct>
  50530 ?        Z      0:00 [sh] <defunct>
  50532 ?        Z      0:00 [sh] <defunct>
  50534 ?        Z      0:00 [sh] <defunct>
  50536 ?        Z      0:00 [sh] <defunct>
  50538 ?        Z      0:00 [sh] <defunct>
  50540 ?        Z      0:00 [sh] <defunct>
  50542 ?        Z      0:00 [sh] <defunct>
  50544 ?        Z      0:00 [sh] <defunct>
  50546 ?        Z      0:00 [sh] <defunct>
  50548 ?        Z      0:00 [sh] <defunct>
  50550 ?        Z      0:00 [sh] <defunct>
  50552 ?        Z      0:00 [sh] <defunct>
  50554 ?        Z      0:00 [sh] <defunct>
  50556 ?        Z      0:00 [sh] <defunct>
  50558 ?        Z      0:00 [sh] <defunct>
  50560 ?        Z      0:00 [sh] <defunct>
  50584 ?        Z      0:00 [sh] <defunct>
  50586 ?        Z      0:00 [sh] <defunct>
  50588 ?        Z      0:00 [sh] <defunct>
  50590 ?        Z      0:00 [sh] <defunct>
  50592 ?        Z      0:00 [sh] <defunct>
  50594 ?        Z      0:00 [sh] <defunct>
  50596 ?        Z      0:00 [sh] <defunct>
  50598 ?        Z      0:00 [sh] <defunct>
  50600 ?        Z      0:00 [sh] <defunct>
  50602 ?        Z      0:00 [sh] <defunct>
  50605 ?        Z      0:00 [sh] <defunct>
  50607 ?        Z      0:00 [sh] <defunct>
  50609 ?        Z      0:00 [sh] <defunct>
  50611 ?        Z      0:00 [sh] <defunct>
  50613 ?        Z      0:00 [sh] <defunct>
  50634 ?        Z      0:00 [sh] <defunct>
  50636 ?        Z      0:00 [sh] <defunct>
  50638 ?        Z      0:00 [sh] <defunct>
  50640 ?        Z      0:00 [sh] <defunct>
  50642 ?        Z      0:00 [sh] <defunct>
  50644 ?        Z      0:00 [sh] <defunct>
  50646 ?        Z      0:00 [sh] <defunct>
  50648 ?        Z      0:00 [sh] <defunct>
  50650 ?        Z      0:00 [sh] <defunct>
  50652 ?        Z      0:00 [sh] <defunct>
  50654 ?        Z      0:00 [sh] <defunct>
  50656 ?        Z      0:00 [sh] <defunct>
  50658 ?        Z      0:00 [sh] <defunct>
  50660 ?        Z      0:00 [sh] <defunct>
  50662 ?        Z      0:00 [sh] <defunct>
  50676 ?        Z      0:00 [sh] <defunct>
  50689 ?        Z      0:00 [sh] <defunct>
  50691 ?        Z      0:00 [sh] <defunct>
  50693 ?        Z      0:00 [sh] <defunct>
  50695 ?        Z      0:00 [sh] <defunct>
  50697 ?        Z      0:00 [sh] <defunct>
  50699 ?        Z      0:00 [sh] <defunct>
  50701 ?        Z      0:00 [sh] <defunct>
  50703 ?        Z      0:00 [sh] <defunct>
  50705 ?        Z      0:00 [sh] <defunct>
  50707 ?        Z      0:00 [sh] <defunct>
  50709 ?        Z      0:00 [sh] <defunct>
  50711 ?        Z      0:00 [sh] <defunct>
  50713 ?        Z      0:00 [sh] <defunct>
  50715 ?        Z      0:00 [sh] <defunct>
  50717 ?        Z      0:00 [sh] <defunct>
  50778 ?        Z      0:00 [sh] <defunct>
  50780 ?        Z      0:00 [sh] <defunct>
  50782 ?        Z      0:00 [sh] <defunct>
  50784 ?        Z      0:00 [sh] <defunct>
  50786 ?        Z      0:00 [sh] <defunct>
  50788 ?        Z      0:00 [sh] <defunct>
  50790 ?        Z      0:00 [sh] <defunct>
  50792 ?        Z      0:00 [sh] <defunct>
  50796 ?        Z      0:00 [sh] <defunct>
  50798 ?        Z      0:00 [sh] <defunct>
  50800 ?        Z      0:00 [sh] <defunct>
  50802 ?        Z      0:00 [sh] <defunct>
  50804 ?        Z      0:00 [sh] <defunct>
  50806 ?        Z      0:00 [sh] <defunct>
  50808 ?        Z      0:00 [sh] <defunct>
  50810 ?        Z      0:00 [sh] <defunct>
  50834 ?        Z      0:00 [sh] <defunct>
  50836 ?        Z      0:00 [sh] <defunct>
  50838 ?        Z      0:00 [sh] <defunct>
  50840 ?        Z      0:00 [sh] <defunct>
  50842 ?        Z      0:00 [sh] <defunct>
  50844 ?        Z      0:00 [sh] <defunct>
  50846 ?        Z      0:00 [sh] <defunct>
  50848 ?        Z      0:00 [sh] <defunct>
  50850 ?        Z      0:00 [sh] <defunct>
  50852 ?        Z      0:00 [sh] <defunct>
  50854 ?        Z      0:00 [sh] <defunct>
  50856 ?        Z      0:00 [sh] <defunct>
  50858 ?        Z      0:00 [sh] <defunct>
  50860 ?        Z      0:00 [sh] <defunct>
  50862 ?        Z      0:00 [sh] <defunct>
  50864 ?        Z      0:00 [sh] <defunct>
  50890 ?        Z      0:00 [sh] <defunct>
  50892 ?        Z      0:00 [sh] <defunct>
  50894 ?        Z      0:00 [sh] <defunct>
  50896 ?        Z      0:00 [sh] <defunct>
  50898 ?        Z      0:00 [sh] <defunct>
  50900 ?        Z      0:00 [sh] <defunct>
  50902 ?        Z      0:00 [sh] <defunct>
  50904 ?        Z      0:00 [sh] <defunct>
  50906 ?        Z      0:00 [sh] <defunct>
  50908 ?        Z      0:00 [sh] <defunct>
  50910 ?        Z      0:00 [sh] <defunct>
  50912 ?        Z      0:00 [sh] <defunct>
  50914 ?        Z      0:00 [sh] <defunct>
  50916 ?        Z      0:00 [sh] <defunct>
  50918 ?        Z      0:00 [sh] <defunct>
  50940 ?        Z      0:00 [sh] <defunct>
  50944 ?        Z      0:00 [sh] <defunct>
  50946 ?        Z      0:00 [sh] <defunct>
  50948 ?        Z      0:00 [sh] <defunct>
  50950 ?        Z      0:00 [sh] <defunct>
  50952 ?        Z      0:00 [sh] <defunct>
  50954 ?        Z      0:00 [sh] <defunct>
  50956 ?        Z      0:00 [sh] <defunct>
  50958 ?        Z      0:00 [sh] <defunct>
  50960 ?        Z      0:00 [sh] <defunct>
  50962 ?        Z      0:00 [sh] <defunct>
  50964 ?        Z      0:00 [sh] <defunct>
  50966 ?        Z      0:00 [sh] <defunct>
  50968 ?        Z      0:00 [sh] <defunct>
  50970 ?        Z      0:00 [sh] <defunct>
  50972 ?        Z      0:00 [sh] <defunct>
  50993 ?        Z      0:00 [sh] <defunct>
  50995 ?        Z      0:00 [sh] <defunct>
  50997 ?        Z      0:00 [sh] <defunct>
  50999 ?        Z      0:00 [sh] <defunct>
  51001 ?        Z      0:00 [sh] <defunct>
  51003 ?        Z      0:00 [sh] <defunct>
  51005 ?        Z      0:00 [sh] <defunct>
  51007 ?        Z      0:00 [sh] <defunct>
  51009 ?        Z      0:00 [sh] <defunct>
  51011 ?        Z      0:00 [sh] <defunct>
  51013 ?        Z      0:00 [sh] <defunct>
  51015 ?        Z      0:00 [sh] <defunct>
  51017 ?        Z      0:00 [sh] <defunct>
  51019 ?        Z      0:00 [sh] <defunct>
  51021 ?        Z      0:00 [sh] <defunct>
  51031 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  51037 ?        S      1:10 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  51092 ?        Z      0:00 [sh] <defunct>
  51096 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist.log' 2>&1
  51097 ?        S      1:51 /usr/bin/php8.3 artisan app:tg_parse:specialist
  51100 ?        Z      0:00 [sh] <defunct>
  51102 ?        Z      0:00 [sh] <defunct>
  51104 ?        Z      0:00 [sh] <defunct>
  51106 ?        Z      0:00 [sh] <defunct>
  51108 ?        Z      0:00 [sh] <defunct>
  51110 ?        Z      0:00 [sh] <defunct>
  51112 ?        Z      0:00 [sh] <defunct>
  51114 ?        Z      0:00 [sh] <defunct>
  51116 ?        Z      0:00 [sh] <defunct>
  51118 ?        Z      0:00 [sh] <defunct>
  51125 ?        Z      0:00 [sh] <defunct>
  51127 ?        Z      0:00 [sh] <defunct>
  51129 ?        Z      0:00 [sh] <defunct>
  51131 ?        Z      0:00 [sh] <defunct>
  51133 ?        Z      0:00 [sh] <defunct>
  51135 ?        Z      0:00 [sh] <defunct>
  51137 ?        Z      0:00 [sh] <defunct>
  51159 ?        Z      0:00 [sh] <defunct>
  51161 ?        Z      0:00 [sh] <defunct>
  51163 ?        Z      0:00 [sh] <defunct>
  51165 ?        Z      0:00 [sh] <defunct>
  51167 ?        Z      0:00 [sh] <defunct>
  51169 ?        Z      0:00 [sh] <defunct>
  51171 ?        Z      0:00 [sh] <defunct>
  51173 ?        Z      0:00 [sh] <defunct>
  51175 ?        Z      0:00 [sh] <defunct>
  51177 ?        Z      0:00 [sh] <defunct>
  51179 ?        Z      0:00 [sh] <defunct>
  51181 ?        Z      0:00 [sh] <defunct>
  51183 ?        Z      0:00 [sh] <defunct>
  51185 ?        Z      0:00 [sh] <defunct>
  51187 ?        Z      0:00 [sh] <defunct>
  51189 ?        Z      0:00 [sh] <defunct>
  51191 ?        Z      0:00 [sh] <defunct>
  51210 ?        Z      0:00 [sh] <defunct>
  51216 ?        Z      0:00 [sh] <defunct>
  51218 ?        Z      0:00 [sh] <defunct>
  51230 ?        Z      0:00 [sh] <defunct>
  51296 ?        Z      0:00 [sh] <defunct>
  51298 ?        Z      0:00 [sh] <defunct>
  51300 ?        Z      0:00 [sh] <defunct>
  51302 ?        Z      0:00 [sh] <defunct>
  51328 ?        Z      0:00 [sh] <defunct>
  51330 ?        Z      0:00 [sh] <defunct>
  51332 ?        Z      0:00 [sh] <defunct>
  51334 ?        Z      0:00 [sh] <defunct>
  51352 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  51366 ?        S      1:09 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  51396 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist_5.log' 2>&1
  51397 ?        S      1:52 /usr/bin/php8.3 artisan app:tg_parse:specialist
  51400 ?        Z      0:00 [sh] <defunct>
  51403 ?        Z      0:00 [sh] <defunct>
  51405 ?        Z      0:00 [sh] <defunct>
  51407 ?        Z      0:00 [sh] <defunct>
  51409 ?        Z      0:00 [sh] <defunct>
  51411 ?        Z      0:00 [sh] <defunct>
  51437 ?        Z      0:00 [sh] <defunct>
  51439 ?        Z      0:00 [sh] <defunct>
  51441 ?        Z      0:00 [sh] <defunct>
  51443 ?        Z      0:00 [sh] <defunct>
  51445 ?        Z      0:00 [sh] <defunct>
  51447 ?        Z      0:00 [sh] <defunct>
  51467 ?        Z      0:00 [sh] <defunct>
  51469 ?        Z      0:00 [sh] <defunct>
  51471 ?        Z      0:00 [sh] <defunct>
  51473 ?        Z      0:00 [sh] <defunct>
  51475 ?        Z      0:00 [sh] <defunct>
  51477 ?        Z      0:00 [sh] <defunct>
  51501 ?        Z      0:00 [sh] <defunct>
  51503 ?        Z      0:00 [sh] <defunct>
  51505 ?        Z      0:00 [sh] <defunct>
  51507 ?        Z      0:00 [sh] <defunct>
  51509 ?        Z      0:00 [sh] <defunct>
  51511 ?        Z      0:00 [sh] <defunct>
  51661 ?        Z      0:00 [sh] <defunct>
  51663 ?        Z      0:00 [sh] <defunct>
  51665 ?        Z      0:00 [sh] <defunct>
  51667 ?        Z      0:00 [sh] <defunct>
  51673 ?        Z      0:00 [sh] <defunct>
  51675 ?        Z      0:00 [sh] <defunct>
  51739 ?        Z      0:00 [sh] <defunct>
  51741 ?        Z      0:00 [sh] <defunct>
  51743 ?        Z      0:00 [sh] <defunct>
  51747 ?        Z      0:00 [sh] <defunct>
  51749 ?        Z      0:00 [sh] <defunct>
  51751 ?        Z      0:00 [sh] <defunct>
  51774 ?        Z      0:00 [sh] <defunct>
  51776 ?        Z      0:00 [sh] <defunct>
  51778 ?        Z      0:00 [sh] <defunct>
  51793 ?        Z      0:00 [sh] <defunct>
  51795 ?        Z      0:00 [sh] <defunct>
  51797 ?        Z      0:00 [sh] <defunct>
  51824 ?        Z      0:00 [sh] <defunct>
  51826 ?        Z      0:00 [sh] <defunct>
  51828 ?        Z      0:00 [sh] <defunct>
  51832 ?        Z      0:00 [sh] <defunct>
  51834 ?        Z      0:00 [sh] <defunct>
  51836 ?        Z      0:00 [sh] <defunct>
  51861 ?        Z      0:00 [sh] <defunct>
  51863 ?        Z      0:00 [sh] <defunct>
  51865 ?        Z      0:00 [sh] <defunct>
  51869 ?        Z      0:00 [sh] <defunct>
  51871 ?        Z      0:00 [sh] <defunct>
  51873 ?        Z      0:00 [sh] <defunct>
  51899 ?        Z      0:00 [sh] <defunct>
  51901 ?        Z      0:00 [sh] <defunct>
  51903 ?        Z      0:00 [sh] <defunct>
  51907 ?        Z      0:00 [sh] <defunct>
  51909 ?        Z      0:00 [sh] <defunct>
  51991 ?        Z      0:00 [sh] <defunct>
  51993 ?        Z      0:00 [sh] <defunct>
  51997 ?        Z      0:00 [sh] <defunct>
  51999 ?        Z      0:00 [sh] <defunct>
  52026 ?        Z      0:00 [sh] <defunct>
  52028 ?        Z      0:00 [sh] <defunct>
  52032 ?        Z      0:00 [sh] <defunct>
  52034 ?        Z      0:00 [sh] <defunct>
  52060 ?        Z      0:00 [sh] <defunct>
  52062 ?        Z      0:00 [sh] <defunct>
  52070 ?        Z      0:00 [sh] <defunct>
  52072 ?        Z      0:00 [sh] <defunct>
  52098 ?        Z      0:00 [sh] <defunct>
  52100 ?        Z      0:00 [sh] <defunct>
  52104 ?        Z      0:00 [sh] <defunct>
  52110 ?        Z      0:00 [sh] <defunct>
  52147 ?        Z      0:00 [sh] <defunct>
  52149 ?        Z      0:00 [sh] <defunct>
  52153 ?        Z      0:00 [sh] <defunct>
  52155 ?        Z      0:00 [sh] <defunct>
  52167 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  52184 ?        S      1:09 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  52218 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist.log' 2>&1
  52219 ?        S      1:52 /usr/bin/php8.3 artisan app:tg_parse:specialist
  52222 ?        Z      0:00 [sh] <defunct>
  52280 ?        Z      0:00 [sh] <defunct>
  52282 ?        Z      0:00 [sh] <defunct>
  52284 ?        Z      0:00 [sh] <defunct>
  52288 ?        Z      0:00 [sh] <defunct>
  52290 ?        Z      0:00 [sh] <defunct>
  52313 ?        Z      0:00 [sh] <defunct>
  52371 ?        Z      0:00 [sh] <defunct>
  52373 ?        Z      0:00 [sh] <defunct>
  52380 ?        Z      0:00 [sh] <defunct>
  52384 ?        Z      0:00 [sh] <defunct>
  52403 ?        Z      0:00 [sh] <defunct>
  52462 ?        Z      0:00 [sh] <defunct>
  52466 ?        Z      0:00 [sh] <defunct>
  52468 ?        Z      0:00 [sh] <defunct>
  52470 ?        Z      0:00 [sh] <defunct>
  52474 ?        Z      0:00 [sh] <defunct>
  52500 ?        Z      0:00 [sh] <defunct>
  52505 ?        Z      0:00 [sh] <defunct>
  52511 ?        Z      0:00 [sh] <defunct>
  52525 ?        Z      0:00 [sh] <defunct>
  54430 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  54435 ?        S      1:05 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  54477 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist_5.log' 2>&1
  54478 ?        S      1:44 /usr/bin/php8.3 artisan app:tg_parse:specialist
  54732 ?        Z      0:00 [sh] <defunct>
  54736 ?        S      0:00 sh -c '/usr/bin/php8.3' '-dhtml_errors=0' '-ddisplay_errors=0' '-dlog_errors=1' '/var/www/www-root/data/www/progs.com/vendor/danog/madelineproto/src/Ipc/Runner/entry.php' 'madeline-ipc' '/var/www/www-root/data/www/progs.com/session.madeline' '310531608'
  54737 ?        Ss     3:02 MadelineProto worker /var/www/www-root/data/www/progs.com/session.madeline
  57455 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  57459 ?        S      1:02 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  57488 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist.log' 2>&1
  57489 ?        S      1:46 /usr/bin/php8.3 artisan app:tg_parse:specialist
  57492 ?        Z      0:00 [sh] <defunct>
  57494 ?        Z      0:00 [sh] <defunct>
  57516 ?        Z      0:00 [sh] <defunct>
  57518 ?        Z      0:00 [sh] <defunct>
  57543 ?        Z      0:00 [sh] <defunct>
  57623 ?        Z      0:00 [sh] <defunct>
  57632 ?        Z      0:00 [sh] <defunct>
  57657 ?        Z      0:00 [sh] <defunct>
  57659 ?        Z      0:00 [sh] <defunct>
  57675 ?        Ss     0:00 /bin/sh -c php /var/www/www-root/data/www/progs.com/artisan schedule:run >> /var/www/www-root/data/www/progs.com/test.log
  57689 ?        S      1:01 php /var/www/www-root/data/www/progs.com/artisan schedule:run
  57720 ?        S      0:00 sh -c '/usr/bin/php8.3' 'artisan' app:tg_parse:specialist > '/var/www/www-root/data/www/progs.com/tg_parse_specialist_5.log' 2>&1
  57721 ?        S      0:17 /usr/bin/php8.3 artisan app:tg_parse:specialist
  57724 ?        Z      0:00 [sh] <defunct>
  57728 ?        Z      0:00 [sh] <defunct>
  58128 ?        Z      0:00 [sh] <defunct>
  58200 ?        Z      0:00 [sh] <defunct>
  58202 ?        Z      0:00 [sh] <defunct>
  58230 ?        Z      0:00 [sh] <defunct>
  58299 ?        Z      0:00 [sh] <defunct>
  58356 ?        Z      0:00 [sh] <defunct>
  58376 ?        Z      0:00 [sh] <defunct>
  58433 ?        Z      0:00 [sh] <defunct>
  58500 ?        Z      0:00 [sh] <defunct>
  58569 ?        Z      0:00 [sh] <defunct>
  58589 ?        Z      0:00 [sh] <defunct>
  58682 ?        Z      0:00 [sh] <defunct>
  58791 ?        Z      0:00 [sh] <defunct>
  58877 ?        Z      0:00 [sh] <defunct>
  58895 ?        Z      0:00 [sh] <defunct>
  58995 ?        Z      0:00 [sh] <defunct>
  59050 ?        Z      0:00 [sh] <defunct>
  59091 ?        Z      0:00 [sh] <defunct>
  59145 ?        Z      0:00 [sh] <defunct>
  59342 ?        Z      0:00 [sh] <defunct>
  59362 ?        Z      0:00 [sh] <defunct>
  59418 ?        Z      0:00 [sh] <defunct>
  59526 ?        Z      0:00 [sh] <defunct>
  59606 ?        Z      0:00 [sh] <defunct>
  59626 ?        Z      0:00 [sh] <defunct>
  59760 ?        Z      0:00 [sh] <defunct>
  59890 ?        Z      0:00 [sh] <defunct>
  59913 ?        Z      0:00 [sh] <defunct>
  60004 ?        Z      0:00 [sh] <defunct>
  60053 ?        Z      0:00 [sh] <defunct>
  60123 ?        Z      0:00 [sh] <defunct>
  60198 ?        Z      0:00 [sh] <defunct>
  60207 ?        Z      0:00 [sh] <defunct>
  60328 ?        Z      0:00 [sh] <defunct>
  60344 ?        Z      0:00 [sh] <defunct>
  60371 ?        Z      0:00 [sh] <defunct>
  60549 ?        Z      0:00 [sh] <defunct>
  60567 ?        Z      0:00 [sh] <defunct>
  60598 ?        Z      0:00 [sh] <defunct>
  60671 ?        Z      0:00 [sh] <defunct>
  60849 ?        Z      0:00 [sh] <defunct>
  60870 ?        Z      0:00 [sh] <defunct>
  60948 ?        Z      0:00 [sh] <defunct>
  60966 ?        Z      0:00 [sh] <defunct>
  61063 ?        Z      0:00 [sh] <defunct>
  61134 ?        Z      0:00 [sh] <defunct>
  61153 ?        Z      0:00 [sh] <defunct>
  61220 ?        Z      0:00 [sh] <defunct>
  61241 ?        Z      0:00 [sh] <defunct>
  61341 ?        Z      0:00 [sh] <defunct>
  61410 ?        Z      0:00 [sh] <defunct>
  61436 ?        Z      0:00 [sh] <defunct>
  61560 ?        Z      0:00 [sh] <defunct>
  61618 ?        Z      0:00 [sh] <defunct>
  61696 ?        Z      0:00 [sh] <defunct>
  61726 ?        Z      0:00 [sh] <defunct>
  61821 ?        Z      0:00 [sh] <defunct>
  61953 ?        Z      0:00 [sh] <defunct>
  62008 ?        Z      0:00 [sh] <defunct>
  62065 ?        Z      0:00 [sh] <defunct>
  79095 ?        Ss     0:00 /lib/systemd/systemd --user
  79096 ?        S      0:00 (sd-pam)
  79175 ?        S      0:00 sshd: www-root@pts/0
  79176 pts/0    Ss     0:00 -bash
  79282 pts/0    R+     0:00 ps -x
